"annee";"profession_sante";"Num_dep";"hono_sans_depassement_moyens";"depassements_moyens"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"30";"111439";"111036"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"48";"150482";"157605"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"66";"111880";"112434"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"03";"123921";"119219"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"74";"88417";"103905"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"05";"92340";"101172"
"2013";"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"13";"110267";"113415"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"971";"229319";"435065"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"973";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"91";"138398";"343726"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"28";"217221";"489328"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"37";"219936";"376489"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"41";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"45";"211371";"460650"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"25";"260318";"456444"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"58";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"70";"0";"0"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"80";"253217";"436039"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"55";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"44";"189774";"286340"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"49";"241315";"418172"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"53";"309460";"406470"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"72";"247051";"433074"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"85";"235896";"361578"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"35";"222571";"366504"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"17";"198087";"365537"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"24";"207518";"396847"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"64";"129776";"226917"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"86";"173936";"264611"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"87";"384004";"676730"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"09";"NS";"NS"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"30";"126854";"261027"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"31";"156384";"280289"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"34";"118559";"198573"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"46";"134821";"206164"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"66";"148668";"247310"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"03";"243993";"458052"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"26";"404668";"690598"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"38";"239756";"585048"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"63";"194671";"365843"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"73";"138774";"281389"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"74";"137245";"324781"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"13";"134700";"256097"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"2A";"114244";"191192"
"2013";"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"2B";"158322";"284416"
"2013";"Dermatologues";"973";"NS";"NS"
"2013";"Dermatologues";"974";"233266";"7226"
"2013";"Dermatologues";"75";"71158";"72431"
"2013";"Dermatologues";"77";"120287";"55067"
"2013";"Dermatologues";"18";"155282";"15438"
"2013";"Dermatologues";"28";"232079";"3614"
"2013";"Dermatologues";"41";"175424";"15231"
"2013";"Dermatologues";"25";"142340";"18309"
"2013";"Dermatologues";"89";"181547";"42098"
"2013";"Dermatologues";"27";"161128";"37797"
"2013";"Dermatologues";"76";"139939";"16857"
"2013";"Dermatologues";"02";"203461";"4901"
"2013";"Dermatologues";"08";"NS";"NS"
"2013";"Dermatologues";"57";"198593";"24038"
"2013";"Dermatologues";"67";"157766";"30751"
"2013";"Dermatologues";"88";"206048";"1927"
"2013";"Dermatologues";"85";"190857";"5693"
"2013";"Dermatologues";"29";"134773";"7914"
"2013";"Dermatologues";"16";"149005";"5462"
"2013";"Dermatologues";"17";"149139";"14160"
"2013";"Dermatologues";"23";"NS";"NS"
"2013";"Dermatologues";"40";"120606";"22836"
"2013";"Dermatologues";"47";"124710";"5927"
"2013";"Dermatologues";"64";"127045";"11235"
"2013";"Dermatologues";"30";"111829";"27006"
"2013";"Dermatologues";"31";"115401";"2753"
"2013";"Dermatologues";"65";"161551";"19278"
"2013";"Dermatologues";"81";"138759";"1067"
"2013";"Dermatologues";"15";"NS";"NS"
"2013";"Dermatologues";"43";"NS";"NS"
"2013";"Dermatologues";"73";"163358";"7099"
"2013";"Dermatologues";"05";"137904";"4279"
"2013";"Dermatologues";"06";"100497";"28768"
"2013";"Dermatologues";"13";"109547";"21851"
"2013";"Endocrinologues";"971";"NS";"NS"
"2013";"Endocrinologues";"77";"109185";"71305"
"2013";"Endocrinologues";"28";"NS";"NS"
"2013";"Endocrinologues";"21";"125764";"51024"
"2013";"Endocrinologues";"58";"NS";"NS"
"2013";"Endocrinologues";"70";"NS";"NS"
"2013";"Endocrinologues";"14";"105788";"20910"
"2013";"Endocrinologues";"61";"0";"0"
"2013";"Endocrinologues";"02";"NS";"NS"
"2013";"Endocrinologues";"80";"NS";"NS"
"2013";"Endocrinologues";"10";"NS";"NS"
"2013";"Endocrinologues";"57";"NS";"NS"
"2013";"Endocrinologues";"68";"89058";"59779"
"2013";"Endocrinologues";"44";"118118";"9293"
"2013";"Endocrinologues";"53";"NS";"NS"
"2013";"Endocrinologues";"35";"85099";"10871"
"2013";"Endocrinologues";"56";"NS";"NS"
"2013";"Endocrinologues";"17";"NS";"NS"
"2013";"Endocrinologues";"19";"NS";"NS"
"2013";"Endocrinologues";"23";"0";"0"
"2013";"Endocrinologues";"47";"NS";"NS"
"2013";"Endocrinologues";"32";"NS";"NS"
"2013";"Endocrinologues";"46";"NS";"NS"
"2013";"Endocrinologues";"01";"53207";"7543"
"2013";"Endocrinologues";"26";"87431";"10653"
"2013";"Endocrinologues";"43";"0";"0"
"2013";"Endocrinologues";"63";"112210";"35907"
"2013";"Endocrinologues";"2A";"NS";"NS"
"2013";"Ensemble des auxiliaires médicaux";"75";"57523";"7743"
"2013";"Ensemble des auxiliaires médicaux";"18";"80513";"33"
"2013";"Ensemble des auxiliaires médicaux";"70";"78250";"86"
"2013";"Ensemble des auxiliaires médicaux";"71";"76580";"186"
"2013";"Ensemble des auxiliaires médicaux";"89";"78068";"91"
"2013";"Ensemble des auxiliaires médicaux";"27";"73328";"168"
"2013";"Ensemble des auxiliaires médicaux";"76";"78642";"67"
"2013";"Ensemble des auxiliaires médicaux";"60";"73195";"212"
"2013";"Ensemble des auxiliaires médicaux";"80";"81934";"136"
"2013";"Ensemble des auxiliaires médicaux";"51";"81410";"260"
"2013";"Ensemble des auxiliaires médicaux";"22";"70864";"37"
"2013";"Ensemble des auxiliaires médicaux";"29";"70251";"62"
"2013";"Ensemble des auxiliaires médicaux";"17";"74550";"81"
"2013";"Ensemble des auxiliaires médicaux";"40";"69992";"89"
"2013";"Ensemble des auxiliaires médicaux";"47";"79122";"45"
"2013";"Ensemble des auxiliaires médicaux";"87";"82434";"35"
"2013";"Ensemble des auxiliaires médicaux";"30";"77297";"71"
"2013";"Ensemble des auxiliaires médicaux";"32";"70865";"22"
"2013";"Ensemble des auxiliaires médicaux";"81";"69804";"42"
"2013";"Ensemble des auxiliaires médicaux";"38";"66373";"119"
"2013";"Ensemble des auxiliaires médicaux";"42";"70159";"80"
"2013";"Ensemble des auxiliaires médicaux";"43";"74754";"18"
"2013";"Ensemble des auxiliaires médicaux";"63";"73870";"50"
"2013";"Ensemble des auxiliaires médicaux";"69";"67130";"170"
"2013";"Ensemble des auxiliaires médicaux";"74";"56870";"381"
"2013";"Ensemble des auxiliaires médicaux";"04";"75175";"60"
"2013";"Ensemble des auxiliaires médicaux";"06";"83812";"166"
"2013";"Ensemble des auxiliaires médicaux";"13";"88160";"63"
"2013";"Ensemble des auxiliaires médicaux";"83";"83090";"77"
"2013";"Ensemble des auxiliaires médicaux";"84";"74590";"71"
"2013";"Ensemble des chirurgiens-dentistes";"75";"82882";"140478"
"2013";"Ensemble des chirurgiens-dentistes";"28";"156338";"192910"
"2013";"Ensemble des chirurgiens-dentistes";"25";"139598";"151818"
"2013";"Ensemble des chirurgiens-dentistes";"58";"145662";"150303"
"2013";"Ensemble des chirurgiens-dentistes";"70";"159080";"151670"
"2013";"Ensemble des chirurgiens-dentistes";"27";"143104";"175983"
"2013";"Ensemble des chirurgiens-dentistes";"76";"146471";"151218"
"2013";"Ensemble des chirurgiens-dentistes";"59";"133643";"118404"
"2013";"Ensemble des chirurgiens-dentistes";"62";"146889";"129860"
"2013";"Ensemble des chirurgiens-dentistes";"08";"151305";"133919"
"2013";"Ensemble des chirurgiens-dentistes";"10";"136722";"130556"
"2013";"Ensemble des chirurgiens-dentistes";"52";"161223";"146983"
"2013";"Ensemble des chirurgiens-dentistes";"55";"169112";"162277"
"2013";"Ensemble des chirurgiens-dentistes";"85";"146272";"126344"
"2013";"Ensemble des chirurgiens-dentistes";"22";"132541";"119998"
"2013";"Ensemble des chirurgiens-dentistes";"35";"131370";"111552"
"2013";"Ensemble des chirurgiens-dentistes";"56";"124914";"112432"
"2013";"Ensemble des chirurgiens-dentistes";"17";"120740";"124653"
"2013";"Ensemble des chirurgiens-dentistes";"79";"155581";"162100"
"2013";"Ensemble des chirurgiens-dentistes";"32";"109728";"113436"
"2013";"Ensemble des chirurgiens-dentistes";"34";"105839";"109127"
"2013";"Ensemble des chirurgiens-dentistes";"48";"150482";"157605"
"2013";"Ensemble des chirurgiens-dentistes";"07";"127898";"142459"
"2013";"Ensemble des chirurgiens-dentistes";"15";"119616";"101012"
"2013";"Ensemble des chirurgiens-dentistes";"26";"137616";"150021"
"2013";"Ensemble des chirurgiens-dentistes";"73";"114831";"149521"
"2013";"Ensemble des chirurgiens-dentistes";"74";"91400";"117397"
"2013";"Ensemble des chirurgiens-dentistes";"13";"111964";"123328"
"2013";"Ensemble des chirurgiens-dentistes";"83";"114057";"125357"
"2013";"Ensemble des chirurgiens-dentistes";"2A";"104360";"101298"
"2013";"Ensemble des chirurgiens-dentistes";"2B";"114576";"109303"
"2013";"Ensemble des médecins";"973";"220283";"7395"
"2013";"Ensemble des médecins";"976";"188804";"6245"
"2013";"Ensemble des médecins";"93";"210867";"23176"
"2013";"Ensemble des médecins";"36";"194161";"10354"
"2013";"Ensemble des médecins";"27";"196349";"17076"
"2013";"Ensemble des médecins";"50";"200584";"10806"
"2013";"Ensemble des médecins";"76";"208424";"13212"
"2013";"Ensemble des médecins";"60";"210493";"27065"
"2013";"Ensemble des médecins";"80";"222205";"12766"
"2013";"Ensemble des médecins";"08";"196102";"4118"
"2013";"Ensemble des médecins";"52";"205141";"11511"
"2013";"Ensemble des médecins";"55";"196868";"8640"
"2013";"Ensemble des médecins";"57";"212869";"8743"
"2013";"Ensemble des médecins";"72";"237259";"17482"
"2013";"Ensemble des médecins";"29";"184454";"5956"
"2013";"Ensemble des médecins";"35";"190430";"8340"
"2013";"Ensemble des médecins";"16";"189708";"13053"
"2013";"Ensemble des médecins";"19";"193582";"13662"
"2013";"Ensemble des médecins";"23";"163850";"2039"
"2013";"Ensemble des médecins";"79";"198309";"7907"
"2013";"Ensemble des médecins";"86";"182597";"10293"
"2013";"Ensemble des médecins";"12";"165240";"4633"
"2013";"Ensemble des médecins";"31";"191152";"13568"
"2013";"Ensemble des médecins";"34";"183964";"15704"
"2013";"Ensemble des médecins";"65";"195584";"6937"
"2013";"Ensemble des médecins";"26";"181810";"15353"
"2013";"Ensemble des médecins";"63";"188589";"14220"
"2013";"Ensemble des médecins";"05";"154197";"3359"
"2013";"Ensemble des médecins";"06";"166453";"33563"
"2013";"Ensemble des médecins";"83";"184771";"17810"
"2013";"Ensemble des médecins généralistes";"973";"209718";"460"
"2013";"Ensemble des médecins généralistes";"75";"102463";"23246"
"2013";"Ensemble des médecins généralistes";"94";"137484";"10091"
"2013";"Ensemble des médecins généralistes";"18";"161949";"3521"
"2013";"Ensemble des médecins généralistes";"36";"163348";"3356"
"2013";"Ensemble des médecins généralistes";"37";"143568";"2373"
"2013";"Ensemble des médecins généralistes";"90";"148444";"2193"
"2013";"Ensemble des médecins généralistes";"14";"147289";"2337"
"2013";"Ensemble des médecins généralistes";"50";"155185";"1963"
"2013";"Ensemble des médecins généralistes";"61";"157162";"794"
"2013";"Ensemble des médecins généralistes";"02";"175869";"2691"
"2013";"Ensemble des médecins généralistes";"62";"183077";"1538"
"2013";"Ensemble des médecins généralistes";"10";"168459";"2044"
"2013";"Ensemble des médecins généralistes";"67";"153937";"5373"
"2013";"Ensemble des médecins généralistes";"85";"154646";"2204"
"2013";"Ensemble des médecins généralistes";"29";"141079";"1419"
"2013";"Ensemble des médecins généralistes";"40";"145254";"1180"
"2013";"Ensemble des médecins généralistes";"86";"143012";"2232"
"2013";"Ensemble des médecins généralistes";"87";"126636";"1673"
"2013";"Ensemble des médecins généralistes";"12";"150799";"1565"
"2013";"Ensemble des médecins généralistes";"34";"130692";"1691"
"2013";"Ensemble des médecins généralistes";"66";"143778";"1693"
"2013";"Ensemble des médecins généralistes";"81";"140317";"768"
"2013";"Ensemble des médecins généralistes";"43";"138026";"1378"
"2013";"Ensemble des médecins généralistes";"13";"126836";"2416"
"2013";"Ensemble des médecins généralistes";"83";"137883";"4427"
"2013";"Ensemble des médecins généralistes";"84";"134184";"4173"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"976";"NS";"NS"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"78";"192958";"77310"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"18";"310995";"32489"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"36";"263257";"26048"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"58";"272881";"42145"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"71";"257530";"46808"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"14";"275638";"36329"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"27";"281362";"51536"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"60";"290655";"67014"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"55";"277964";"33939"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"57";"287201";"19069"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"88";"286320";"27192"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"44";"269043";"25237"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"29";"253032";"13129"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"56";"273883";"11902"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"16";"256187";"31474"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"19";"271345";"35021"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"23";"210843";"4462"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"24";"270409";"27021"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"33";"216689";"45187"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"79";"286434";"25780"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"09";"180412";"10123"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"30";"258642";"32540"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"32";"224012";"12348"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"34";"238658";"30092"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"65";"277301";"16113"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"66";"288510";"20263"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"81";"262648";"13748"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"01";"228176";"46292"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"15";"275772";"5594"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"38";"202125";"45757"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"42";"245966";"34761"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"04";"217221";"20869"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"05";"214602";"6352"
"2013";"Ensemble des médecins spécialistes (hors généralistes)";"84";"227207";"39419"
"2013";"Gynécologues médicaux et obstétriciens";"971";"213940";"14922"
"2013";"Gynécologues médicaux et obstétriciens";"972";"177253";"37017"
"2013";"Gynécologues médicaux et obstétriciens";"974";"269077";"22644"
"2013";"Gynécologues médicaux et obstétriciens";"91";"137392";"80716"
"2013";"Gynécologues médicaux et obstétriciens";"93";"189590";"76581"
"2013";"Gynécologues médicaux et obstétriciens";"94";"142650";"103397"
"2013";"Gynécologues médicaux et obstétriciens";"37";"160592";"28193"
"2013";"Gynécologues médicaux et obstétriciens";"41";"198059";"16196"
"2013";"Gynécologues médicaux et obstétriciens";"45";"163393";"60077"
"2013";"Gynécologues médicaux et obstétriciens";"25";"255461";"6796"
"2013";"Gynécologues médicaux et obstétriciens";"39";"95507";"16769"
"2013";"Gynécologues médicaux et obstétriciens";"58";"130692";"23185"
"2013";"Gynécologues médicaux et obstétriciens";"89";"192686";"93217"
"2013";"Gynécologues médicaux et obstétriciens";"90";"159971";"38601"
"2013";"Gynécologues médicaux et obstétriciens";"14";"176724";"46183"
"2013";"Gynécologues médicaux et obstétriciens";"50";"182427";"7774"
"2013";"Gynécologues médicaux et obstétriciens";"76";"179517";"33073"
"2013";"Gynécologues médicaux et obstétriciens";"02";"208935";"22391"
"2013";"Gynécologues médicaux et obstétriciens";"60";"188246";"63914"
"2013";"Gynécologues médicaux et obstétriciens";"62";"198112";"19384"
"2013";"Gynécologues médicaux et obstétriciens";"80";"221719";"14683"
"2013";"Gynécologues médicaux et obstétriciens";"54";"150341";"33515"
"2013";"Gynécologues médicaux et obstétriciens";"44";"161530";"43918"
"2013";"Gynécologues médicaux et obstétriciens";"53";"157320";"33168"
"2013";"Gynécologues médicaux et obstétriciens";"85";"184409";"28914"
"2013";"Gynécologues médicaux et obstétriciens";"24";"150705";"28011"
"2013";"Gynécologues médicaux et obstétriciens";"33";"128221";"43641"
"2013";"Gynécologues médicaux et obstétriciens";"79";"187383";"11021"
"2013";"Gynécologues médicaux et obstétriciens";"86";"185106";"47302"
"2013";"Gynécologues médicaux et obstétriciens";"87";"152681";"5460"
"2013";"Gynécologues médicaux et obstétriciens";"34";"169315";"60146"
"2013";"Gynécologues médicaux et obstétriciens";"66";"216028";"23595"
"2013";"Gynécologues médicaux et obstétriciens";"81";"170860";"10278"
"2013";"Gynécologues médicaux et obstétriciens";"82";"226401";"58523"
"2013";"Gynécologues médicaux et obstétriciens";"01";"200980";"53976"
"2013";"Gynécologues médicaux et obstétriciens";"03";"154594";"41081"
"2013";"Gynécologues médicaux et obstétriciens";"43";"121591";"13179"
"2013";"Gynécologues médicaux et obstétriciens";"06";"128387";"104059"
"2013";"Gynécologues médicaux et obstétriciens";"84";"161261";"69757"
"2013";"Hépato-gastro-entérologues";"75";"140613";"83641"
"2013";"Hépato-gastro-entérologues";"77";"214113";"37423"
"2013";"Hépato-gastro-entérologues";"91";"200988";"37567"
"2013";"Hépato-gastro-entérologues";"37";"225151";"1182"
"2013";"Hépato-gastro-entérologues";"45";"249877";"6514"
"2013";"Hépato-gastro-entérologues";"21";"232758";"14957"
"2013";"Hépato-gastro-entérologues";"25";"220418";"1126"
"2013";"Hépato-gastro-entérologues";"89";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"61";"212006";"184"
"2013";"Hépato-gastro-entérologues";"59";"259115";"29171"
"2013";"Hépato-gastro-entérologues";"80";"291939";"4142"
"2013";"Hépato-gastro-entérologues";"52";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"55";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"57";"277185";"2815"
"2013";"Hépato-gastro-entérologues";"53";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"56";"238779";"206"
"2013";"Hépato-gastro-entérologues";"24";"255973";"2296"
"2013";"Hépato-gastro-entérologues";"33";"185898";"45490"
"2013";"Hépato-gastro-entérologues";"47";"305795";"42881"
"2013";"Hépato-gastro-entérologues";"87";"277432";"1145"
"2013";"Hépato-gastro-entérologues";"09";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"12";"93800";"202"
"2013";"Hépato-gastro-entérologues";"30";"217662";"19436"
"2013";"Hépato-gastro-entérologues";"31";"218428";"14803"
"2013";"Hépato-gastro-entérologues";"65";"182507";"67"
"2013";"Hépato-gastro-entérologues";"01";"163861";"33968"
"2013";"Hépato-gastro-entérologues";"03";"243687";"274"
"2013";"Hépato-gastro-entérologues";"07";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"42";"208397";"10919"
"2013";"Hépato-gastro-entérologues";"43";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"74";"161845";"30987"
"2013";"Hépato-gastro-entérologues";"04";"NS";"NS"
"2013";"Hépato-gastro-entérologues";"2B";"394587";"1112"
"2013";"Infirmiers";"971";"123865";"20"
"2013";"Infirmiers";"972";"114191";"1"
"2013";"Infirmiers";"973";"112434";"4"
"2013";"Infirmiers";"75";"88665";"860"
"2013";"Infirmiers";"77";"83324";"34"
"2013";"Infirmiers";"78";"82459";"238"
"2013";"Infirmiers";"92";"95489";"228"
"2013";"Infirmiers";"94";"91585";"52"
"2013";"Infirmiers";"36";"82364";"13"
"2013";"Infirmiers";"41";"78784";"8"
"2013";"Infirmiers";"45";"91350";"9"
"2013";"Infirmiers";"90";"102189";"17"
"2013";"Infirmiers";"14";"84021";"13"
"2013";"Infirmiers";"76";"92037";"9"
"2013";"Infirmiers";"02";"95964";"12"
"2013";"Infirmiers";"60";"82615";"91"
"2013";"Infirmiers";"62";"96158";"11"
"2013";"Infirmiers";"08";"96035";"17"
"2013";"Infirmiers";"55";"102392";"13"
"2013";"Infirmiers";"57";"103567";"5"
"2013";"Infirmiers";"67";"104242";"42"
"2013";"Infirmiers";"68";"98296";"105"
"2013";"Infirmiers";"44";"74030";"9"
"2013";"Infirmiers";"53";"82698";"17"
"2013";"Infirmiers";"22";"80174";"30"
"2013";"Infirmiers";"29";"78514";"6"
"2013";"Infirmiers";"19";"87164";"6"
"2013";"Infirmiers";"87";"90715";"7"
"2013";"Infirmiers";"12";"74562";"4"
"2013";"Infirmiers";"30";"80562";"11"
"2013";"Infirmiers";"31";"74816";"3"
"2013";"Infirmiers";"32";"74077";"9"
"2013";"Infirmiers";"34";"84598";"5"
"2013";"Infirmiers";"48";"87058";"12"
"2013";"Infirmiers";"65";"71870";"5"
"2013";"Infirmiers";"03";"87789";"8"
"2013";"Infirmiers";"07";"76617";"5"
"2013";"Infirmiers";"26";"68617";"39"
"2013";"Infirmiers";"73";"70759";"30"
"2013";"Infirmiers";"04";"84954";"10"
"2013";"Infirmiers";"05";"74113";"9"
"2013";"Infirmiers";"13";"96189";"15"
"2013";"Infirmiers";"2B";"98863";"1"
"2013";"Masseurs-kinésithérapeutes";"972";"89199";"71"
"2013";"Masseurs-kinésithérapeutes";"974";"84440";"68"
"2013";"Masseurs-kinésithérapeutes";"976";"69736";"304"
"2013";"Masseurs-kinésithérapeutes";"75";"57520";"14642"
"2013";"Masseurs-kinésithérapeutes";"78";"74268";"3519"
"2013";"Masseurs-kinésithérapeutes";"92";"68924";"9130"
"2013";"Masseurs-kinésithérapeutes";"95";"79374";"1248"
"2013";"Masseurs-kinésithérapeutes";"36";"88792";"599"
"2013";"Masseurs-kinésithérapeutes";"41";"82718";"76"
"2013";"Masseurs-kinésithérapeutes";"45";"84496";"264"
"2013";"Masseurs-kinésithérapeutes";"21";"76069";"478"
"2013";"Masseurs-kinésithérapeutes";"25";"73858";"171"
"2013";"Masseurs-kinésithérapeutes";"39";"68726";"218"
"2013";"Masseurs-kinésithérapeutes";"90";"78421";"90"
"2013";"Masseurs-kinésithérapeutes";"59";"86686";"149"
"2013";"Masseurs-kinésithérapeutes";"60";"87909";"289"
"2013";"Masseurs-kinésithérapeutes";"62";"96760";"75"
"2013";"Masseurs-kinésithérapeutes";"08";"89522";"179"
"2013";"Masseurs-kinésithérapeutes";"52";"100356";"37"
"2013";"Masseurs-kinésithérapeutes";"54";"81447";"138"
"2013";"Masseurs-kinésithérapeutes";"68";"75775";"1230"
"2013";"Masseurs-kinésithérapeutes";"88";"89287";"11"
"2013";"Masseurs-kinésithérapeutes";"44";"68424";"120"
"2013";"Masseurs-kinésithérapeutes";"85";"80364";"110"
"2013";"Masseurs-kinésithérapeutes";"22";"78015";"27"
"2013";"Masseurs-kinésithérapeutes";"29";"73465";"135"
"2013";"Masseurs-kinésithérapeutes";"35";"70421";"296"
"2013";"Masseurs-kinésithérapeutes";"23";"83579";"65"
"2013";"Masseurs-kinésithérapeutes";"33";"81563";"77"
"2013";"Masseurs-kinésithérapeutes";"40";"75360";"130"
"2013";"Masseurs-kinésithérapeutes";"47";"90849";"11"
"2013";"Masseurs-kinésithérapeutes";"86";"80457";"112"
"2013";"Masseurs-kinésithérapeutes";"11";"82733";"25"
"2013";"Masseurs-kinésithérapeutes";"12";"89006";"35"
"2013";"Masseurs-kinésithérapeutes";"30";"87092";"127"
"2013";"Masseurs-kinésithérapeutes";"82";"82834";"18"
"2013";"Masseurs-kinésithérapeutes";"03";"84148";"40"
"2013";"Masseurs-kinésithérapeutes";"42";"80073";"175"
"2013";"Masseurs-kinésithérapeutes";"63";"74162";"75"
"2013";"Masseurs-kinésithérapeutes";"69";"72113";"408"
"2013";"Masseurs-kinésithérapeutes";"73";"61540";"1013"
"2013";"Masseurs-kinésithérapeutes";"13";"93188";"137"
"2013";"Masseurs-kinésithérapeutes";"84";"80767";"174"
"2013";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"976";"163508";"157"
"2013";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"78";"139439";"8687"
"2013";"Médecins généralistes (hors médecins à expertise particulière - MEP)";"95";"152389";"5181"
