"annee";"profession_sante";"Num_dep";"nombre_patients_uniques"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"28";"902"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"36";"842"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"45";"849"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"21";"831"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"71";"852"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"89";"915"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"90";"897"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"14";"899"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"50";"896"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"02";"880"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"60";"818"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"57";"751"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"67";"664"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"68";"819"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"72";"950"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"56";"788"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"19";"712"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"40";"721"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"32";"635"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"46";"672"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"65";"652"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"01";"682"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"42";"763"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"43";"783"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"73";"699"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"74";"677"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"05";"631"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"06";"496"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"84";"677"
2020;"Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF)";"2A";"544"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"973";"NS"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"75";"561"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"78";"909"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"91";"919"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"92";"738"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"28";"1358"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"71";"2373"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"27";"796"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"61";"NS"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"59";"1217"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"51";"983"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"52";"NS"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"55";"915"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"67";"1040"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"68";"1235"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"29";"834"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"56";"1048"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"16";"1198"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"17";"1175"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"47";"1090"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"64";"832"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"87";"2312"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"09";"NS"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"30";"784"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"32";"869"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"34";"893"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"48";"0"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"65";"NS"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"01";"1199"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"42";"1623"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"43";"NS"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"04";"798"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"06";"593"
2020;"Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF)";"83";"926"
2020;"Dermatologues";"971";"1976"
2020;"Dermatologues";"77";"2186"
2020;"Dermatologues";"78";"2296"
2020;"Dermatologues";"37";"2036"
2020;"Dermatologues";"61";"NS"
2020;"Dermatologues";"76";"1924"
2020;"Dermatologues";"08";"2389"
2020;"Dermatologues";"52";"NS"
2020;"Dermatologues";"44";"2387"
2020;"Dermatologues";"49";"2157"
2020;"Dermatologues";"72";"2080"
2020;"Dermatologues";"85";"2439"
2020;"Dermatologues";"16";"2802"
2020;"Dermatologues";"64";"2262"
2020;"Dermatologues";"79";"NS"
2020;"Dermatologues";"09";"NS"
2020;"Dermatologues";"12";"2579"
2020;"Dermatologues";"30";"2136"
2020;"Dermatologues";"65";"2237"
2020;"Dermatologues";"66";"2513"
2020;"Dermatologues";"42";"1927"
2020;"Dermatologues";"63";"2362"
2020;"Dermatologues";"69";"1988"
2020;"Dermatologues";"73";"2394"
2020;"Dermatologues";"74";"1772"
2020;"Dermatologues";"05";"1887"
2020;"Dermatologues";"13";"2060"
2020;"Dermatologues";"84";"2291"
2020;"Endocrinologues";"971";"1786"
2020;"Endocrinologues";"972";"NS"
2020;"Endocrinologues";"974";"1175"
2020;"Endocrinologues";"75";"898"
2020;"Endocrinologues";"91";"1724"
2020;"Endocrinologues";"28";"NS"
2020;"Endocrinologues";"36";"NS"
2020;"Endocrinologues";"37";"1034"
2020;"Endocrinologues";"41";"NS"
2020;"Endocrinologues";"45";"1388"
2020;"Endocrinologues";"21";"1440"
2020;"Endocrinologues";"39";"0"
2020;"Endocrinologues";"90";"NS"
2020;"Endocrinologues";"76";"1247"
2020;"Endocrinologues";"60";"NS"
2020;"Endocrinologues";"80";"1373"
2020;"Endocrinologues";"10";"NS"
2020;"Endocrinologues";"52";"NS"
2020;"Endocrinologues";"55";"0"
2020;"Endocrinologues";"57";"NS"
2020;"Endocrinologues";"67";"1348"
2020;"Endocrinologues";"44";"1926"
2020;"Endocrinologues";"53";"NS"
2020;"Endocrinologues";"72";"NS"
2020;"Endocrinologues";"85";"NS"
2020;"Endocrinologues";"22";"0"
2020;"Endocrinologues";"40";"NS"
2020;"Endocrinologues";"64";"1643"
2020;"Endocrinologues";"79";"NS"
2020;"Endocrinologues";"31";"1532"
2020;"Endocrinologues";"32";"NS"
2020;"Endocrinologues";"48";"0"
2020;"Endocrinologues";"65";"NS"
2020;"Endocrinologues";"01";"1077"
2020;"Endocrinologues";"07";"41"
2020;"Endocrinologues";"15";"NS"
2020;"Endocrinologues";"26";"1194"
2020;"Endocrinologues";"38";"1486"
2020;"Endocrinologues";"42";"NS"
2020;"Endocrinologues";"43";"0"
2020;"Endocrinologues";"63";"1797"
2020;"Endocrinologues";"05";"NS"
2020;"Endocrinologues";"83";"1299"
2020;"Ensemble des auxiliaires médicaux";"973";"118"
2020;"Ensemble des auxiliaires médicaux";"92";"179"
2020;"Ensemble des auxiliaires médicaux";"95";"222"
2020;"Ensemble des auxiliaires médicaux";"45";"340"
2020;"Ensemble des auxiliaires médicaux";"25";"237"
2020;"Ensemble des auxiliaires médicaux";"71";"308"
2020;"Ensemble des auxiliaires médicaux";"61";"346"
2020;"Ensemble des auxiliaires médicaux";"57";"194"
2020;"Ensemble des auxiliaires médicaux";"68";"246"
2020;"Ensemble des auxiliaires médicaux";"53";"426"
2020;"Ensemble des auxiliaires médicaux";"85";"316"
2020;"Ensemble des auxiliaires médicaux";"35";"266"
2020;"Ensemble des auxiliaires médicaux";"16";"393"
2020;"Ensemble des auxiliaires médicaux";"23";"273"
2020;"Ensemble des auxiliaires médicaux";"47";"228"
2020;"Ensemble des auxiliaires médicaux";"64";"182"
2020;"Ensemble des auxiliaires médicaux";"79";"402"
2020;"Ensemble des auxiliaires médicaux";"86";"410"
2020;"Ensemble des auxiliaires médicaux";"87";"224"
2020;"Ensemble des auxiliaires médicaux";"11";"196"
2020;"Ensemble des auxiliaires médicaux";"30";"174"
2020;"Ensemble des auxiliaires médicaux";"32";"231"
2020;"Ensemble des auxiliaires médicaux";"65";"195"
2020;"Ensemble des auxiliaires médicaux";"66";"169"
2020;"Ensemble des auxiliaires médicaux";"81";"211"
2020;"Ensemble des auxiliaires médicaux";"82";"214"
2020;"Ensemble des auxiliaires médicaux";"03";"304"
2020;"Ensemble des auxiliaires médicaux";"07";"225"
2020;"Ensemble des auxiliaires médicaux";"15";"305"
2020;"Ensemble des auxiliaires médicaux";"43";"307"
2020;"Ensemble des auxiliaires médicaux";"63";"293"
2020;"Ensemble des auxiliaires médicaux";"04";"186"
2020;"Ensemble des auxiliaires médicaux";"05";"176"
2020;"Ensemble des auxiliaires médicaux";"06";"138"
2020;"Ensemble des auxiliaires médicaux";"83";"141"
2020;"Ensemble des auxiliaires médicaux";"84";"164"
2020;"Ensemble des auxiliaires médicaux";"2A";"134"
2020;"Ensemble des auxiliaires médicaux";"2B";"111"
2020;"Ensemble des chirurgiens-dentistes";"971";"646"
2020;"Ensemble des chirurgiens-dentistes";"972";"649"
2020;"Ensemble des chirurgiens-dentistes";"78";"745"
2020;"Ensemble des chirurgiens-dentistes";"94";"667"
2020;"Ensemble des chirurgiens-dentistes";"37";"880"
2020;"Ensemble des chirurgiens-dentistes";"21";"854"
2020;"Ensemble des chirurgiens-dentistes";"58";"771"
2020;"Ensemble des chirurgiens-dentistes";"89";"910"
2020;"Ensemble des chirurgiens-dentistes";"90";"905"
2020;"Ensemble des chirurgiens-dentistes";"57";"789"
2020;"Ensemble des chirurgiens-dentistes";"88";"825"
2020;"Ensemble des chirurgiens-dentistes";"44";"809"
2020;"Ensemble des chirurgiens-dentistes";"53";"1166"
2020;"Ensemble des chirurgiens-dentistes";"35";"857"
2020;"Ensemble des chirurgiens-dentistes";"19";"727"
2020;"Ensemble des chirurgiens-dentistes";"24";"765"
2020;"Ensemble des chirurgiens-dentistes";"33";"683"
2020;"Ensemble des chirurgiens-dentistes";"12";"706"
2020;"Ensemble des chirurgiens-dentistes";"32";"649"
2020;"Ensemble des chirurgiens-dentistes";"34";"643"
2020;"Ensemble des chirurgiens-dentistes";"65";"662"
2020;"Ensemble des chirurgiens-dentistes";"81";"758"
2020;"Ensemble des chirurgiens-dentistes";"15";"775"
2020;"Ensemble des chirurgiens-dentistes";"42";"800"
2020;"Ensemble des chirurgiens-dentistes";"04";"665"
2020;"Ensemble des chirurgiens-dentistes";"06";"501"
2020;"Ensemble des médecins";"971";"1912"
2020;"Ensemble des médecins";"974";"2195"
2020;"Ensemble des médecins";"91";"2102"
2020;"Ensemble des médecins";"93";"2190"
2020;"Ensemble des médecins";"95";"2210"
2020;"Ensemble des médecins";"25";"1793"
2020;"Ensemble des médecins";"61";"1854"
2020;"Ensemble des médecins";"76";"1935"
2020;"Ensemble des médecins";"59";"1847"
2020;"Ensemble des médecins";"52";"1741"
2020;"Ensemble des médecins";"54";"1719"
2020;"Ensemble des médecins";"55";"1887"
2020;"Ensemble des médecins";"44";"1900"
2020;"Ensemble des médecins";"53";"1967"
2020;"Ensemble des médecins";"29";"1732"
2020;"Ensemble des médecins";"35";"1834"
2020;"Ensemble des médecins";"23";"1274"
2020;"Ensemble des médecins";"24";"1805"
2020;"Ensemble des médecins";"33";"1698"
2020;"Ensemble des médecins";"64";"1683"
2020;"Ensemble des médecins";"79";"1885"
2020;"Ensemble des médecins";"86";"1708"
2020;"Ensemble des médecins";"11";"1857"
2020;"Ensemble des médecins";"48";"1680"
2020;"Ensemble des médecins";"65";"1677"
2020;"Ensemble des médecins";"01";"1934"
2020;"Ensemble des médecins";"03";"1685"
2020;"Ensemble des médecins";"42";"1817"
2020;"Ensemble des médecins";"69";"1723"
2020;"Ensemble des médecins";"06";"1517"
2020;"Ensemble des médecins";"2A";"1857"
2020;"Ensemble des médecins";"2B";"1604"
2020;"Ensemble des médecins généralistes";"971";"1714"
2020;"Ensemble des médecins généralistes";"974";"1933"
2020;"Ensemble des médecins généralistes";"91";"1770"
2020;"Ensemble des médecins généralistes";"92";"1566"
2020;"Ensemble des médecins généralistes";"95";"1927"
2020;"Ensemble des médecins généralistes";"58";"1625"
2020;"Ensemble des médecins généralistes";"14";"1513"
2020;"Ensemble des médecins généralistes";"27";"1664"
2020;"Ensemble des médecins généralistes";"50";"1562"
2020;"Ensemble des médecins généralistes";"02";"1791"
2020;"Ensemble des médecins généralistes";"62";"1462"
2020;"Ensemble des médecins généralistes";"51";"1382"
2020;"Ensemble des médecins généralistes";"52";"1456"
2020;"Ensemble des médecins généralistes";"68";"1508"
2020;"Ensemble des médecins généralistes";"88";"1440"
2020;"Ensemble des médecins généralistes";"22";"1527"
2020;"Ensemble des médecins généralistes";"29";"1375"
2020;"Ensemble des médecins généralistes";"56";"1457"
2020;"Ensemble des médecins généralistes";"23";"1233"
2020;"Ensemble des médecins généralistes";"33";"1377"
2020;"Ensemble des médecins généralistes";"09";"1299"
2020;"Ensemble des médecins généralistes";"32";"1340"
2020;"Ensemble des médecins généralistes";"46";"1287"
2020;"Ensemble des médecins généralistes";"65";"1328"
2020;"Ensemble des médecins généralistes";"82";"1554"
2020;"Ensemble des médecins généralistes";"03";"1312"
2020;"Ensemble des médecins généralistes";"42";"1492"
2020;"Ensemble des médecins généralistes";"43";"1390"
2020;"Ensemble des médecins généralistes";"63";"1367"
2020;"Ensemble des médecins généralistes";"73";"1422"
2020;"Ensemble des médecins généralistes";"83";"1394"
2020;"Ensemble des médecins généralistes";"2B";"1294"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"972";"2076"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"75";"1236"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"77";"2476"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"91";"2412"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"28";"2491"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"21";"2345"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"39";"2654"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"71";"2309"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"14";"2611"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"60";"2569"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"62";"2595"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"80";"2395"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"67";"2082"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"88";"2188"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"29";"2250"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"56";"2389"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"16";"2347"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"19";"2202"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"23";"1401"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"47";"2267"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"79";"2439"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"09";"1599"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"31";"2143"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"32";"2471"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"48";"2682"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"66";"2349"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"01";"2502"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"03";"2145"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"15";"1897"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"42";"2229"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"63";"2282"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"69";"1942"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"06";"1717"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"83";"2147"
2020;"Ensemble des médecins spécialistes (hors généralistes)";"2B";"1930"
2020;"Gynécologues médicaux et obstétriciens";"971";"1383"
2020;"Gynécologues médicaux et obstétriciens";"974";"1719"
2020;"Gynécologues médicaux et obstétriciens";"78";"1613"
2020;"Gynécologues médicaux et obstétriciens";"28";"1497"
2020;"Gynécologues médicaux et obstétriciens";"45";"1804"
2020;"Gynécologues médicaux et obstétriciens";"21";"1888"
2020;"Gynécologues médicaux et obstétriciens";"39";"1238"
2020;"Gynécologues médicaux et obstétriciens";"89";"2013"
2020;"Gynécologues médicaux et obstétriciens";"50";"1416"
2020;"Gynécologues médicaux et obstétriciens";"61";"1177"
2020;"Gynécologues médicaux et obstétriciens";"54";"1805"
2020;"Gynécologues médicaux et obstétriciens";"55";"1735"
2020;"Gynécologues médicaux et obstétriciens";"67";"1506"
2020;"Gynécologues médicaux et obstétriciens";"88";"1655"
2020;"Gynécologues médicaux et obstétriciens";"44";"1670"
2020;"Gynécologues médicaux et obstétriciens";"16";"1671"
2020;"Gynécologues médicaux et obstétriciens";"17";"1620"
2020;"Gynécologues médicaux et obstétriciens";"19";"1709"
2020;"Gynécologues médicaux et obstétriciens";"33";"1457"
2020;"Gynécologues médicaux et obstétriciens";"47";"1934"
2020;"Gynécologues médicaux et obstétriciens";"87";"1549"
2020;"Gynécologues médicaux et obstétriciens";"12";"1619"
2020;"Gynécologues médicaux et obstétriciens";"30";"1516"
2020;"Gynécologues médicaux et obstétriciens";"31";"1609"
2020;"Gynécologues médicaux et obstétriciens";"32";"1816"
2020;"Gynécologues médicaux et obstétriciens";"48";"NS"
2020;"Gynécologues médicaux et obstétriciens";"01";"1960"
2020;"Gynécologues médicaux et obstétriciens";"03";"1003"
2020;"Gynécologues médicaux et obstétriciens";"26";"1300"
2020;"Gynécologues médicaux et obstétriciens";"43";"1522"
2020;"Gynécologues médicaux et obstétriciens";"63";"1689"
2020;"Gynécologues médicaux et obstétriciens";"69";"1422"
2020;"Gynécologues médicaux et obstétriciens";"2B";"1445"
2020;"Hépato-gastro-entérologues";"75";"940"
2020;"Hépato-gastro-entérologues";"92";"1137"
2020;"Hépato-gastro-entérologues";"93";"1409"
2020;"Hépato-gastro-entérologues";"18";"1632"
2020;"Hépato-gastro-entérologues";"41";"2100"
2020;"Hépato-gastro-entérologues";"25";"1328"
2020;"Hépato-gastro-entérologues";"39";"NS"
2020;"Hépato-gastro-entérologues";"76";"1528"
2020;"Hépato-gastro-entérologues";"02";"1197"
2020;"Hépato-gastro-entérologues";"62";"1375"
2020;"Hépato-gastro-entérologues";"55";"NS"
2020;"Hépato-gastro-entérologues";"67";"1303"
2020;"Hépato-gastro-entérologues";"44";"1695"
2020;"Hépato-gastro-entérologues";"72";"1591"
2020;"Hépato-gastro-entérologues";"22";"1898"
2020;"Hépato-gastro-entérologues";"29";"1187"
2020;"Hépato-gastro-entérologues";"35";"1451"
2020;"Hépato-gastro-entérologues";"56";"1306"
2020;"Hépato-gastro-entérologues";"16";"1315"
2020;"Hépato-gastro-entérologues";"47";"1547"
2020;"Hépato-gastro-entérologues";"79";"1127"
2020;"Hépato-gastro-entérologues";"65";"NS"
2020;"Hépato-gastro-entérologues";"66";"1588"
2020;"Hépato-gastro-entérologues";"03";"1222"
2020;"Hépato-gastro-entérologues";"15";"NS"
2020;"Hépato-gastro-entérologues";"43";"NS"
2020;"Hépato-gastro-entérologues";"69";"1293"
2020;"Hépato-gastro-entérologues";"74";"1090"
2020;"Hépato-gastro-entérologues";"05";"NS"
2020;"Hépato-gastro-entérologues";"06";"1194"
2020;"Hépato-gastro-entérologues";"2A";"1282"
2020;"Hépato-gastro-entérologues";"2B";"1897"
2020;"Infirmiers";"971";"68"
2020;"Infirmiers";"75";"195"
2020;"Infirmiers";"77";"334"
2020;"Infirmiers";"91";"279"
2020;"Infirmiers";"94";"213"
2020;"Infirmiers";"39";"432"
2020;"Infirmiers";"90";"289"
2020;"Infirmiers";"27";"605"
2020;"Infirmiers";"02";"326"
2020;"Infirmiers";"59";"284"
2020;"Infirmiers";"08";"387"
2020;"Infirmiers";"10";"456"
2020;"Infirmiers";"68";"332"
2020;"Infirmiers";"56";"282"
2020;"Infirmiers";"24";"313"
2020;"Infirmiers";"79";"553"
2020;"Infirmiers";"11";"205"
2020;"Infirmiers";"12";"250"
2020;"Infirmiers";"30";"153"
2020;"Infirmiers";"48";"319"
2020;"Infirmiers";"65";"193"
2020;"Infirmiers";"81";"214"
2020;"Infirmiers";"03";"378"
2020;"Infirmiers";"07";"264"
2020;"Infirmiers";"06";"109"
2020;"Infirmiers";"83";"124"
2020;"Infirmiers";"2A";"121"
2020;"Masseurs-kinésithérapeutes";"972";"159"
2020;"Masseurs-kinésithérapeutes";"75";"166"
2020;"Masseurs-kinésithérapeutes";"93";"225"
2020;"Masseurs-kinésithérapeutes";"21";"190"
2020;"Masseurs-kinésithérapeutes";"70";"215"
2020;"Masseurs-kinésithérapeutes";"71";"210"
2020;"Masseurs-kinésithérapeutes";"89";"224"
2020;"Masseurs-kinésithérapeutes";"51";"219"
2020;"Masseurs-kinésithérapeutes";"57";"221"
2020;"Masseurs-kinésithérapeutes";"67";"190"
2020;"Masseurs-kinésithérapeutes";"88";"233"
2020;"Masseurs-kinésithérapeutes";"44";"200"
2020;"Masseurs-kinésithérapeutes";"85";"225"
2020;"Masseurs-kinésithérapeutes";"56";"186"
2020;"Masseurs-kinésithérapeutes";"19";"186"
2020;"Masseurs-kinésithérapeutes";"23";"171"
2020;"Masseurs-kinésithérapeutes";"33";"208"
2020;"Masseurs-kinésithérapeutes";"40";"188"
2020;"Masseurs-kinésithérapeutes";"87";"213"
2020;"Masseurs-kinésithérapeutes";"12";"213"
2020;"Masseurs-kinésithérapeutes";"30";"224"
2020;"Masseurs-kinésithérapeutes";"48";"162"
2020;"Masseurs-kinésithérapeutes";"81";"210"
2020;"Masseurs-kinésithérapeutes";"15";"188"
2020;"Masseurs-kinésithérapeutes";"26";"169"
2020;"Masseurs-kinésithérapeutes";"38";"168"
2020;"Masseurs-kinésithérapeutes";"63";"190"
2020;"Masseurs-kinésithérapeutes";"69";"192"
2020;"Masseurs-kinésithérapeutes";"73";"166"
2020;"Masseurs-kinésithérapeutes";"74";"171"
2020;"Masseurs-kinésithérapeutes";"83";"172"
2020;"Masseurs-kinésithérapeutes";"84";"178"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"973";"2515"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"78";"1644"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"94";"1655"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"95";"1921"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"37";"1448"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"39";"1442"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"50";"1520"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"02";"1821"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"62";"1476"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"80";"1460"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"51";"1374"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"52";"1492"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"55";"1518"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"88";"1453"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"44";"1404"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"72";"1726"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"22";"1553"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"56";"1477"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"16";"1430"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"17";"1349"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"19";"1359"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"23";"1234"
2020;"Médecins généralistes (hors médecins à expertise particulière - MEP)";"24";"1421"
2021;"Radiothérapeutes";"26";"701"
2021;"Radiothérapeutes";"42";"0"
2021;"Radiothérapeutes";"73";"NS"
2021;"Radiothérapeutes";"05";"0"
2021;"Radiothérapeutes";"13";"623"
2021;"Radiothérapeutes";"84";"NS"
2021;"Radiothérapeutes";"2B";"NS"
2021;"Rhumatologues";"971";"1552"
2021;"Rhumatologues";"976";"0"
2021;"Rhumatologues";"75";"987"
2021;"Rhumatologues";"18";"870"
2021;"Rhumatologues";"36";"NS"
2021;"Rhumatologues";"45";"1240"
2021;"Rhumatologues";"21";"1389"
2021;"Rhumatologues";"25";"1957"
2021;"Rhumatologues";"14";"1402"
2021;"Rhumatologues";"02";"2064"
2021;"Rhumatologues";"80";"1654"
2021;"Rhumatologues";"10";"1753"
2021;"Rhumatologues";"51";"1895"
2021;"Rhumatologues";"67";"1873"
2021;"Rhumatologues";"68";"1481"
2021;"Rhumatologues";"44";"1242"
2021;"Rhumatologues";"72";"944"
2021;"Rhumatologues";"85";"1468"
2021;"Rhumatologues";"29";"1622"
2021;"Rhumatologues";"19";"1973"
2021;"Rhumatologues";"86";"1458"
2021;"Rhumatologues";"12";"1471"
2021;"Rhumatologues";"48";"0"
2021;"Rhumatologues";"66";"2876"
2021;"Rhumatologues";"82";"1943"
2021;"Rhumatologues";"01";"NS"
2021;"Rhumatologues";"03";"1695"
2021;"Rhumatologues";"07";"NS"
2021;"Rhumatologues";"15";"NS"
2021;"Rhumatologues";"63";"1343"
2021;"Rhumatologues";"74";"1136"
2021;"Rhumatologues";"2B";"693"
2021;"Sages-femmes";"75";"460"
